Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
SS18L1	synovial sarcoma translocation gene on chromosome 18-like 1	26039	20:62143822-62179209	1		20q13.3	yes		synovial sarcoma			M	Dom	fusion	T	SSX1			"26039,ENSG00000184402,KIAA0693,O75177,SS18L1"
SSX1	"synovial sarcoma, X breakpoint 1"	6756	X:48257242-48266387	1		Xp11.23-p11.22	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"6756,ENSG00000126752,MGC150425,MGC5162,Q16384,RP11-552E4_1,SSRC,SSX1"
SSX2	"synovial sarcoma, X breakpoint 2"	6757	X:52752681-52789480	1		Xp11.23-p11.22	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"6757,ENSG00000157950,HD21,HOM-MEL-40,MGC119055,MGC15364,MGC3884,RP11-552J9_2,SSX,SSX2"
SSX4	"synovial sarcoma, X breakpoint 4"	6759	X:48391869-48411372	1		Xp11.23	yes		synovial sarcoma			M	Dom	"oncogene, fusion"	T	SS18			"6759,ENSG00000204645,MGC119056,MGC12411,O60224,SSX4"
STAG1	stromal antigen 1	10274	3:136338254-136630898	2		3q22.3	yes		"colorectal cancer, AML"			"E, L"		TSG	"Mis, N"				"10274,DKFZp781D1416,ENSG00000118007,SA-1,SA1,STAG1"
STAG2	stromal antigen 2	10735	X:124022628-124100597	1		Xq25	yes		"bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms"			"E, L, M, O"	Rec	TSG	"Mis, N, F, S"				"10735,DKFZp686P168,DKFZp781H1753,ENSG00000101972,FLJ25871,RP11-517O1_1,SA-2,SA2,STAG2,bA517O1_1"
STAT3	signal transducer and activator of transcription 3 (acute-phase response factor)	6774	17:42315745-42348516	1		17q21.31	yes	yes	T-cell large granular lymphocytic leukaemia	paediatric large granular lymphocytic leukaemia		L	Dom	oncogene	"Mis,O"		yes	IPEX-like syndrome	"6774,APRF,ENSG00000168610,FLJ20882,MGC16063,P40763,STAT3"
STAT5B	signal transducer and activator of transcription 5B	6777	17:42201738-42232127	1		17q11.2	yes		"large granular lymphocytic leukaemia, skin basal cell, APL"			"L, E"	Dom	"oncogene, TSG, fusion"	"Mis, O, T"	RARA	yes	IPEX-like syndrome	"6777,ENSG00000173757,P51692,STAT5,STAT5B"
STAT6	"signal transducer and activator of transcription 6, interleukin-4 induced"	6778	12:57096572-57108278	1		12q13	yes		"solitary fibrous tumour, meningeal haemangiopericytoma"			"M, O"	Dom	"oncogene, fusion"	T	NAB2			"6778,D12S1644,ENSG00000166888,IL-4-STAT,P42226,STAT6,STAT6B,STAT6C"
STIL	SCL/TAL1 interrupting locus	6491	1:47251136-47310319	1		1p32	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TAL1			"6491,ENSG00000123473,Q15468,SIL,STIL"
STK11	serine/threonine kinase 11 gene (LKB1)	6794	19:1206914-1226647	1		19p13.3	yes	yes	"NSCLC, pancreatic"	"jejunal hamartoma, ovarian, testicular, pancreatic"	Peutz-Jeghers syndrome	"E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"6794,ENSG00000118046,LKB1,PJS,Q15831,STK11"
STRN	"striatin, calmodulin binding protein"	6801	2:36849456-36966463	1		2p22.2	yes		"anaplastic thyroid, papillary thyroid, lung"			E	Dom	fusion	T	ALK			"6801,ENSG00000115808,MGC125642,O43815,SG2NA,STRN"
SUFU	suppressor of fused homolog (Drosophila)	51684	10:102504153-102630155	1		10q24.32	yes	yes	medulloblastoma	medulloblastoma	medulloblastoma predisposition	O	Rec	TSG	"D, F, S"				"51684,ENSG00000121410,PRO1280,Q9UMX1,RP11-47A8_1,SUFU,SUFUH,SUFUXL"
SUZ12	suppressor of zeste 12 homolog (Drosophila)	23512	17:31937247-31999003	1	Yes	17q11.2	yes		endometrial stromal tumour			M	Dom	"oncogene, TSG, fusion"	T	JAZF1			"23512,CHET9,ENSG00000178691,JJAZ1,KIAA0160,Q15022,SUZ12"
SYK	spleen tyrosine kinase	6850	9:90843899-90895600	1		9q22	yes		"MDS, peripheral T-cell lymphoma"			L	Dom	"oncogene, fusion"	T	"ETV6, ITK"			"6850,ENSG00000165025,P43405,SYK"
TAF15	"TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa"	8148	17:35809571-35846946	1		17q11.1-q11.2	yes		"extraskeletal myxoid chondrosarcoma, ALL"			"L, M"	Dom	"oncogene, fusion"	T	"NR4A3, CHN1, ZNF384"			"8148,ENSG00000172660,Npl3,Q92804,RBP56,TAF15,TAF2N,hTAFII68"
TAL1	T-cell acute lymphocytic leukemia 1 (SCL)	6886	1:47219720-47225888	1		1p32	yes		lymphoblastic leukaemia/biphasic			L	Dom	"oncogene, fusion"	T	"TRD, STIL"			"6886,ENSG00000162367,P17542,SCL,TAL1,TCL5,tal-1"
TAL2	T-cell acute lymphocytic leukemia 2	6887	9:108424779-108425393	1		9q31	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRB			"6887,Q16559,TAL2"
TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	79718	3:177025498-177064977	1	Yes	3q26.32	yes		"splenic marginal zone lymphoma, primary central nervous system lymphoma, colorectal carcinoma, gallbladder carcinoma"			"L, E, M"	Rec	"oncogene, TSG, fusion"	"F, Mis"				"79718,C21,DC42,FLJ12894,IRA1,TBL1XR1,TBLR1"
TBX3	T-box 3	6926	12:114671841-114683200	1		12q24.21	yes		"breast, large intestine, skin"			E	Dom	"oncogene, TSG"	"Mis, N, F, O"		yes	ulnar-mammary syndrome	"6926,ENSG00000135111,O15119,TBX3,TBX3-ISO,UMS,XHL"
TCEA1	"transcription elongation factor A (SII), 1"	6917	8:53970288-53984488	1		8q11.2	yes		salivary adenoma			E	Dom	fusion	T	PLAG1			"6917,ENSG00000187735,TCEA1"
TCF12	"transcription factor 12 (HTF4, helix-loop-helix transcription factors 4)"	6938	15:56919914-57288514	1		15q21	yes		extraskeletal myxoid chondrosarcoma			M	Dom	fusion	T	NR4A3			"6938,ENSG00000140262,HEB,HTF4,HsT17266,TCF12"
TCF3	transcription factor 3 (E2A immunoglobulin enhancer binding factors E12/E47)	6929	19:1611707-1650248	1		19p13.3	yes		pre B-ALL			L	Dom	"oncogene, TSG, fusion"	T	"PBX1, HLF, TFPT"			"6929,E2A,ENSG00000071564,ITF1,MGC129647,MGC129648,P15923,TCF3"
TCF7L2	transcription factor 7-like 2	6934	10:112950757-113165972	1	Yes	10q25.3	yes		colorectal			E	Dom	"oncogene, fusion"	T	VTI1A			"6934,ENSG00000148737,TCF-4,TCF7L2"
TCL1A	T-cell leukemia/lymphoma 1A	8115	14:95711755-95714066	1	Yes	14q32.1	yes		T-CLL			L	Dom	"oncogene, fusion"	T	TRA			"8115,ENSG00000100721,P56279,TCL1,TCL1A"
TEC	tec protein tyrosine kinase	7006	4:48137416-48228614	2		4p12-p11	yes		myxoid chondrosarcoma			M		"oncogene, fusion"	T				"7006,ENSG00000135605,MGC126760,MGC126762,P42680,PSCTK4,TEC"
TERT	telomerase reverse transcriptase	7015	5:1253728-1294989	1	Yes	5p15.33	yes	yes	"melanoma, glioblastoma, hepatocellular carcinoma, bladder, skin basal cell, skin squamous cell, mesothelioma, medulloblastoma, other tumour types"	melanoma		"E, O"	Dom	"oncogene, TSG"	Promoter Mis		yes	"Dyskeratosis congenita, Telomere-related pulmonary fibrosis and/or bone marrow failure  1"	"7015,EST2,O14746,O14783,Q2XS35,Q8N6C3,Q8NG46,TCS1,TERT,TP2,TRT,hEST2"
TET1	tet methylcytosine dioxygenase 1	80312	10:68572340-68691815	1	Yes	10q21	yes		AML			L	Dom	"oncogene, TSG, fusion"	T	KMT2A			"80312,CXXC6,ENSG00000138336,KIAA1676,LCX,Q8NFU7,TET1,bA119F7_1"
TET2	tet oncogene family member 2	54790	4:105233943-105276519	1		4q24	yes		MDS			L	Rec	TSG	"Mis, N, F"				"54790,ENSG00000168769,FLJ20032,KIAA1546,MGC125715,Q6N021,TET2"
TFE3	transcription factor binding to IGHM enhancer 3	7030	X:49030158-49043226	1	Yes	Xp11.22	yes		"papillary renal, alveolar soft part sarcoma, renal"			E	Dom	"oncogene, fusion"	T	"SFPQ, ASPSCR1, PRCC, NONO, CLTC"			"7030,ENSG00000068323,RCCP2,TFE3,TFEA"
TFEB	transcription factor EB	7942	6:41684599-41691213	1		6p21	yes		renal cell carcinoma (childhood epithelioid)			"E,M"	Dom	"oncogene, fusion"	T	ALPHA			"7942,AlphaTFEB,ENSG00000112561,P19484,TCFEB,TFEB"
TFG	TRK-fused gene	10342	3:100713687-100748532	1		3q11-q12	yes		"papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma"			"E, L, M"	Dom	fusion	T	"NTRK1, ALK, NR4A3"			"10342,ENSG00000114354,Q92734,TF6,TFG"
TFPT	TCF3 (E2A) fusion partner (in childhood leukaemia)	29844	19:54107050-54115269	2		19q13	yes		pre-B ALL			L	Dom	fusion	T	TCF3			"29844,ENSG00000105619,P0C1Z6,TFPT"
TFRC	"transferrin receptor (p90, CD71)"	7037	3:196051942-196077099	2		3q29	yes		NHL			L	Dom	fusion	T	BCL6			"7037,CD71,ENSG00000072274,P02786,TFR1,TFRC"
TGFBR2	transforming growth factor beta receptor II	7048	3:30606884-30691599	1	Yes	3p22	yes	yes	"head and neck, colorectal"	colorectal	Hereditary Nonpolyposis Colorectal Cancer type 6	E	Rec	TSG	"Mis, F, N"		yes	Loeys-Dietz syndrome 2	"7048,AAT3,ENSG00000163513,FAA3,HNPCC6,MFS2,P37173,RIIC,TAAD2,TGFBR2,TGFR-2,TGFbeta-RII"
THRAP3	thyroid hormone receptor associated protein 3 (TRAP150)	9967	1:36282564-36304017	2		1p34.3	yes		aneurysmal bone cyst			M	Dom	fusion	T	USP6			"9967,ENSG00000054118,FLJ22082,MGC133082,MGC133083,Q9Y2W1,THRAP3,TRAP150"
TLX1	"T-cell leukemia, homeobox 1 (HOX11)"	3195	10:101131543-101136914	1		10q24	yes		T-ALL			L	Dom	"oncogene, fusion"	T	"TRB, TRD"			"3195,ENSG00000107807,HOX11,P31314,TCL3,TLX1"
TLX3	"T-cell leukemia, homeobox 3 (HOX11L2)"	30012	5:171309367-171311600	1		5q35.1	yes		T-ALL			L	Dom	"oncogene, fusion"	T	BCL11B			"30012,ENSG00000164438,HOX11L2,O43711,RNX,TLX3"
TMEM127	transmembrane protein 127	55654	2:96253808-96265381	1		2q11.2		yes		"pheochromocytoma, renal cell carcinoma"		"O, E"	Rec	TSG	"F, N"				"55654,ENSG00000135956,FLJ20507,FLJ22257,O75204,TMEM127"
TMPRSS2	"transmembrane protease, serine 2"	7113	21:41466142-41498133	1	Yes	21q22.3	yes		prostate			E	Dom	fusion	T	"ERG, ETV1, ETV4, ETV5"			"7113,ENSG00000184012,O15393,PRSS10,TMPRSS2"
TNC	tenascin C	3371	9:115021157-115091018	2		9q33.1	yes		"SCC, melanoma"			E		oncogene	Mis				"3371,ENSG00000041982,HXB,P24821,TN,TNC"
TNFAIP3	"tumor necrosis factor, alpha-induced protein 3"	7128	6:137871228-137881319	1	Yes	6q23	yes		"marginal zone B-cell lymphomas, Hodgkin lymphoma, PMBL"			L	Rec	TSG	"D, N, F"				"7128,A20,ENSG00000118503,MGC104522,MGC138687,MGC138688,OTUD7C,P21580,TNFA1P2,TNFAIP3"
TNFRSF14	"tumor necrosis factor receptor superfamily, member 14 (herpesvirus entry mediator)"	8764	1:2556665-2563273	1		1p36.32	yes		follicular lymphoma			L	Rec	TSG	"Mis, N, F"				"8764,ATAR,ENSG00000157873,HVEA,HVEM,LIGHTR,Q92956,TNFRSF14,TR2"
TNFRSF17	"tumor necrosis factor receptor superfamily, member 17"	608	16:11965325-11967847	1		16p13.1	yes		intestinal T-cell lymphoma			L	Dom	"oncogene, fusion"	T	IL2			"608,BCM,BCMA,CD269,ENSG00000048462,Q02223,TNFRSF17"
TOP1	topoisomerase (DNA) I	7150	20:41029068-41123297	1		20q12-q13.1	yes		AML*			L	Dom	fusion	T	NUP98			"7150,ENSG00000198900,P11387,RP3-511B24_2,TOP1,TOPI"
TP53	tumor protein p53	7157	17:7669609-7676594	1	Yes	17p13	yes	yes	"breast, colorectal, lung, sarcoma, adrenocortical, glioma, Spitzoid tumour, multiple other tumour types"	"breast, sarcoma, adrenocortical carcinoma, glioma, multiple other tumour types"	Li-Fraumeni syndrome	"L, E, M, O"	Rec	"oncogene, TSG, fusion"	"Mis, N, F, T"	NTRK1			"7157,ENSG00000141510,LFS1,P04637,P53,TP53,TRP53,p53"
TP63	tumor protein p63	8626	3:189631516-189894502	1	Yes	3q28	yes	yes	"HNSCC, DLBCL"	NSCLC		E		"oncogene, TSG"	"Mis, N, T"	TBL1XR1	yes	"associated with Hay-Wells syndrome, ADULT syndrome, ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome (EEC), acro-dermato-ungual-lacrimal-tooth syndrome, limb mammary syndrome, Rapp-Hodgkin syndrome, split hand-split foot malformation"	"8626,B(p51A),B(p51B),EEC3,ENSG00000073282,KET,LMS,OFC8,Q9H3D4,RHS,SHFM4,TP63,TP73L,p51,p63,p73H,p73L"
TPM3	tropomyosin 3	7170	1:154157639-154183119	1		1q22-q23	yes		"papillary thyroid, ALCL, NSCLC, Spitzoid tumour"			"E, L"	Dom	"TSG, fusion"	T	"NTRK1, ALK, ROS1"			"7170,ENSG00000143549,TPM3"
TPM4	tropomyosin 4	7171	19:16076567-16101347	1		19p13.1	yes		ALCL			L	Dom	fusion	T	ALK			"7171,ENSG00000167460,P67936,TPM4"
TPR	translocated promoter region	7175	1:186313971-186375028	1		1q25	yes		"papillary thyroid, NSCLC"			E	Dom	fusion	T	"NTRK1, ALK"			"7175,P12270,TPR"
TRA	T cell receptor alpha locus	6955	14:-	1		14q11.2	yes		T-ALL			L	Dom	fusion	T	"ATL,OLIG2, MYC, TCL1A, TCL6, MTCP1, TCL6"			
TRAF7	tumour necrosis factor receptor-associated factor 7	84231	16:2163921-2176574	1		16p13.3	yes		meningioma			O	Dom	TSG	Mis				"84231,DKFZp586I021,ENSG00000131653,MGC7807,Q6Q0C0,RFWD1,RNF119,TRAF7"
TRB	T cell receptor beta locus	6957	7:-	1		7q34	yes		T-ALL			L	Dom	fusion	T	"HOX11, LCK, NOTCH1, TAL2, LYL1"			
TRD	T cell receptor delta locus	6964	14:-	1		14q11.2	yes		T-cell leukaemia			L	Dom	fusion	T	"TAL1, HOX11, TLX1, LMO1, LMO2, RANBP17"			
TRIM24	tripartite motif containing 24	8805	7:138460549-138584951	1		7q32-q34	yes		APL			L	Dom	"oncogene, TSG, fusion"	T	RARA			"8805,ENSG00000122779,O15164,PTC6,RNF82,TF1A,TIF1,TIF1A,TIF1ALPHA,TRIM24,Tif1a,hTIF1"
TRIM27	tripartite motif-containing 27	5987	6:28904070-28923632	1		6p22	yes		papillary thyroid			E	Dom	"oncogene, fusion"	T	RET			"5987,DASS-46L4_6,ENSG00000234495,RFP,RNF76,TRIM27"
TRIM33	"tripartite motif-containing 33 (PTC7,TIF1G)"	51592	1:114397648-114511076	1		1p13	yes		papillary thyroid			E	Dom	"TSG, fusion"	T	RET			"51592,ENSG00000197323,FLJ32925,PTC7,Q9UPN9,RFG7,TF1G,TIF1G,TIF1GAMMA,TIFGAMMA,TRIM33"
TRIP11	thyroid hormone receptor interactor 11	9321	14:91969673-92039685	1		14q31-q32	yes		AML			L	Dom	fusion	T	PDGFRB			"9321,CEV14,ENSG00000100815,Q15643,TRIP11,Trip230"
TRRAP	transformation/transcription domain-associated protein	8295	7:98881151-99012355	1		7q21.2-q22.1	yes		melanoma			E	Dom	oncogene	Mis				"8295,ENSG00000196367,FLJ10671,PAF350/400,PAF400,Q9Y4A5,STAF40,TR-AP,TRRAP,Tra1"
TSC1	tuberous sclerosis 1 gene	7248	9:132896235-132928872	1		9q34	yes	yes	"renal cell carcinoma, bladder carcinoma"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 1	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"7248,ENSG00000165699,KIAA0243,LAM,MGC86987,TSC,TSC1,hamartin"
TSC2	tuberous sclerosis 2 gene	7249	16:2048616-2088610	1		16p13.3	yes	yes	"pulmonary lymphangioleiomyomatosis (LAM), renal angiomyolipoma, HNSCC"	"hamartoma, renal cell carcinoma, tuberous sclerosis tuber"	Tuberous sclerosis 2	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"7249,ENSG00000103197,FLJ43106,LAM,TSC2,TSC4,tuberin"
TSHR	thyroid stimulating hormone receptor	7253	14:80955681-81144353	1		14q31	yes	yes	toxic thyroid adenoma	thyroid adenoma		E	Dom	oncogene	Mis		yes	"Hereditary nonautoimmune hyperthyroidism; subclinical hypothyroidism"	"7253,ENSG00000165409,LGR3,MGC75129,TSHR,hTSHR-I"
U2AF1	U2 small nuclear RNA auxiliary factor 1	7307	21:43093102-43107494	1		21q22.3	yes		"CLL, MDS"			L	Dom	oncogene	Mis				"7307,DKFZp313J1712,ENSG00000160201,FP793,Q01081,RN,RNU2AF1,U2AF1,U2AF35,U2AFBP"
UBR5	ubiquitin protein ligase E3 component n-recognin 5	51366	8:102254302-102412234	1		8q22	yes		"mantle cell lymphoma, gastric, colorectal"			"L, E"	Rec	TSG	"F, N, Mis, S"				"51366,DD5,EDD,EDD1,ENSG00000104517,FLJ11310,HYD,KIAA0896,MGC57263,O95071,UBR5"
USP6	ubiquitin specific peptidase 6 (Tre-2 oncogene)	9098	17:5130368-5148597	1		17p13	yes		aneurysmal bone cyst			M	Dom	"oncogene, fusion"	T	"COL1A1, CDH11, CNBP, OMD, THRAP3"			"9098,ENSG00000129204,HRP1,TRE17,TRE2,Tre-2,USP6"
USP8	ubiquitin specific peptidase 8	9101	15:50439074-50499088	1	Yes	15q21.1	yes		corticotroph adenoma			E	Dom	oncogene	"Mis, N"				"9101,ENSG00000138592,FLJ34456,HumORF8,KIAA0055,MGC129718,P40818,UBPY,USP8"
VAV1	vav guanine nucleotide exchange factor 1	7409	19:6772808-6857107	2		19p13.3	yes		T-cell lymphoma			L		fusion	"T, O"	"THAP4, MYO1F, S100A7"			"7409,ENSG00000141968,P15498,VAV,VAV1"
VHL	von Hippel-Lindau syndrome gene	7428	3:10141848-10149965	1	Yes	3p25	yes	yes	"renal, haemangioma, pheochromocytoma"	"renal, haemangioma, pheochromocytoma"	Von Hippel-Lindau syndrome	"E, M, O"	Rec	TSG	"D, Mis, N, F, S"				"7428,ENSG00000134086,HRCA1,P40337,RCA1,VHL,VHL1"
VTI1A	vesicle transport through interaction with t-SNAREs homolog 1A	143187	10:112447374-112815383	2		10q25.2	yes		colorectal			E	Dom	fusion	T	TCF7L2			"143187,ENSG00000151532,MVti1,VTI1A,Vti1-rp2"
WAS	Wiskott-Aldrich syndrome	7454	X:48683854-48691162	1	Yes	Xp11.23-p11.22		yes		lymphoma	Wiskott-Aldrich syndrome	L	Rec/X	oncogene	"Mis, N, F, S"				"7454,ENSG00000015285,IMD2,P42768,THC,WAS,WASP"
WHSC1	Wolf-Hirschhorn syndrome candidate 1(MMSET)	7468	4:1900655-1978909	1		4p16.3	yes		MM			L	Dom	"oncogene, fusion"	T	IGH			"7468,FLJ23286,KIAA1090,MGC176638,MMSET,NSD2,O96028,REIIBP,TRX5,WHS,WHSC1"
WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3)	54904	8:38317956-38348171	1		8p12	yes		AML			L	Dom	"oncogene, fusion"	"T, A"	NUP98			"54904,ENSG00000147548,WHSC1L1"
WIF1	WNT inhibitory factor 1	11197	12:65051349-65121191	1	Yes	12q14.3	yes		pleomorphic salivary gland adenoma			E	Dom	"TSG, fusion"	T	HMGA2			"11197,ENSG00000156076,WIF-1,WIF1"
WNK2	WNK lysine deficient protein kinase 2	65268	9:93184972-93318027	2		9q22.31	yes		gastric cancer			E		TSG	Mis				"65268,ENSG00000165238,PRKWNK2,Q9Y3S1,WNK2"
WRN	Werner syndrome (RECQL2)	7486	8:31058448-31173102	1		8p12-p11.2		yes		"osteosarcoma, meningioma, other tumour types"	Werner syndrome	"L, E, M, O"	Rec	TSG	"Mis, N, F, S"				"7486,ENSG00000165392,Q14191,RECQ3,RECQL2,WRN"
WT1	Wilms tumour 1 gene	7490	11:32389058-32435141	1		11p13	yes	yes	"Wilms tumour, desmoplastic small round cell tumour"	Wilms tumour	"Denys-Drash syndrome, Frasier syndrome, familial Wilms tumour"	O	Rec	"oncogene, TSG, fusion"	"D, Mis, N, F, S, T"	EWSR1			"7490,ENSG00000184937,GUD,WAGR,WIT-2,WT1,WT33"
WWTR1	WW domain containing transcription regulator 1	25937	3:149520805-149657306	1		3q23-q24	yes		epithelioid haemangioendothelioma			M	Dom	"oncogene, fusion"	T	CAMTA1			"25937,DKFZP586I1419,ENSG00000018408,Q9GZV5,WWTR1"
XPA	"xeroderma pigmentosum, complementation group A"	7507	9:97675439-97697292	1		9q22.3		yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (A)	E	Rec	TSG	"Mis, N, F, S"				"7507,ENSG00000136936,P23025,XP1,XPA,XPAC"
XPC	"xeroderma pigmentosum, complementation group C"	7508	3:14145941-14178568	1		3p25		yes		"skin basal cell, skin squamous cell, melanoma"	xeroderma pigmentosum (C)	E	Rec	TSG	"Mis, N, F, S"				"7508,ENSG00000154767,XP3,XPC,XPCC"
XPO1	"exportin 1 (CRM1 homolog, yeast)"	7514	2:61478820-61533897	1	Yes	2p15	yes		CLL			L	Dom	oncogene	Mis				"7514,CRM1,DKFZp686B1823,ENSG00000082898,O14980,XPO1"
YWHAE	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide (14-3-3 epsilon)"	7531	17:1345447-1400110	1		17p13.3	yes		endometrial stromal sarcoma			M	Dom	"TSG, fusion"	T	"NUTM2A, NUTM2B"	yes	Miller-Dieker lissencephaly syndrome	"14-3-3 epsilon,14-3-3E,7531,ENSG00000108953,FLJ45465,KCIP-1,MDCR,MDS,P62258,YWHAE"
ZBTB16	zinc finger and BTB domain containing 16	7704	11:114063302-114250556	1	Yes	11q23.1	yes		APL			L	Dom	"TSG, fusion"	T	RARA			"7704,ENSG00000109906,PLZF,Q05516,ZBTB16,ZNF145"
ZCCHC8	"zinc finger, CCHC domain containing 8"	55596	12:122473497-122500840	2		12q24.31	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1			"55596,DKFZp434E2220,ENSG00000033030,Q6NZY4,ZCCHC8"
ZEB1	zinc finger E-box binding homeobox 1	6935	10:31319235-31527264	2		10p11.22	yes		"CCRCC, melanoma"			E		oncogene	Mis				"6935,AREB6,BZP,ENSG00000148516,MGC133261,NIL-2-A,NIL-2A,P37275,TCF8,ZEB,ZEB1,ZFHEP,ZFHX1A"
ZFHX3	zinc finger homeobox 3	463	16:72787164-72960145	1	Yes	16q22.3	yes		"endometrial, gastric, prostate"			E	Dom	TSG	"Mis, N"				"463,ATBT,ENSG00000140836,Q15911,ZFHX3"
ZMYM3	zinc finger MYM-type containing 3	9203	X:71240916-71253255	2		Xq13.1	yes		"CRC, breast cancer"			E		TSG	F				"9203,DXS6673E,ENSG00000147130,KIAA0385,MYM,Q14202,XFIM,ZMYM3,ZNF198L2,ZNF261"
ZNF198	zinc finger protein 198	7750	13:19993073-20086014	1		13q11-q12	yes		"MPN, NHL"			L	Dom	fusion	T	FGFR1			"7750,FIM,MYM,Q9UBW7,RAMP,SCLL,ZNF198"
ZNF278	zinc finger protein 278 (ZSG)	23598	22:31326891-31345602	1		22q12-q14	yes		Ewing sarcoma			M	Dom	"TSG, fusion"	T	EWSR1			"23598,ENSG00000100105,MAZR,PATZ,Q9HBE1,RIAZ,ZBTB19,ZNF278,ZSG,dJ400N23"
ZNF331	zinc finger protein 331	55422	19:53569378-53577953	1		19q13.3-q13.4	yes		follicular thyroid adenoma			E	Dom	"TSG, fusion"	T	?			"55422,ENSG00000130844,Q9NQX6,RITA,ZNF331,ZNF361,ZNF463"
ZNF384	zinc finger protein 384 (CIZ/NMP4)	171017	12:6667714-6679520	1		12p13	yes		ALL			L	Dom	fusion	T	"EWSR1, TAF15"			"171017,ENSG00000126746,ZNF384"
ZNF429	zinc finger protein 429	353088	19:21505772-21538078	2		19p12	yes		GBM			O			Mis				"353088,ENSG00000197013,ZNF429"
ZNF479	zinc finger protein 479	90827	7:57119840-57132324	2		7p11.2	yes		"lung cancer, bladder carcinoma, prostate carcinoma"			E			Mis				"90827,ENSG00000185177,KR19,Q96JC4,ZNF479"
ZNF521	zinc finger protein 521	25925	18:25062712-25350946	1		18q11.2	yes		ALL			L	Dom	"oncogene, fusion"	T	PAX5			"25925,DKFZp564D0764,EHZF,ENSG00000198795,Evi3,MGC142182,MGC142208,ZNF521"
ZNRF3	zinc and ring finger 3	84133	22:28987076-29053622	2		22q12.1	yes		"colorectal cancer, adrenocortical carcinoma, gastric cancer"			E		TSG	"N, F, Mis"				"84133,BK747E2_3,ENSG00000183579,Q9ULT6,RNF203,ZNRF3"
ZRSR2	"zinc finger (CCCH type), RNA-binding motif and serine/arginine rich 2"	8233	X:15790496-15823242	1		Xp22.1	yes		"MDS, CLL"			L	Rec	TSG	"F, S, Mis"				"8233,ENSG00000169249,MGC142014,MGC142040,U2AF1-RS2,U2AF1L2,U2AF1RS2,URP,ZRSR2"
