Gene symbol	Entrez gene ID	Description	RefSeq accession	Molecular class	empty
SLC12A6	9990	Solute carrier family 12 member 6	NP_001035961.1	Membrane transport protein	
SLC12A6	9990	Solute carrier family 12 member 6	NP_001035962.1	Membrane transport protein	
SLC12A6	9990	Solute carrier family 12 member 6	NP_598408.1	Membrane transport protein	
SLC12A7	10723	Potassium chloride cotransporter 4	NP_006589.2	Membrane transport protein	
PLA2R1	22925	Phospholipase A2 receptor 1	NP_031392.3	Integral membrane protein	
PLA2R1	22925	Phospholipase A2 receptor 1	NP_001007268.1	Integral membrane protein	
PPP2R2A	5520	Protein phosphatase 2 regulatory subunit B alpha	NP_002708.1	Serine/threonine phosphatase	
SLC26A5	375611	Prestin	NP_945350.1	Motor protein	
SLC26A5	375611	Prestin	NP_996766.1	Motor protein	
SLC26A5	375611	Prestin	NP_996767.1	Motor protein	
SLC26A5	375611	Prestin	NP_996768.1	Motor protein	
PPP2R3A	5523	"Protein phosphatase 2, regulatory subunit B`, alpha"	NP_002709.2	Serine/threonine phosphatase;Regulatory/other subunit	
PPP2R3A	5523	"Protein phosphatase 2, regulatory subunit B`, alpha"	NP_871626.1	Serine/threonine phosphatase;Regulatory/other subunit	
KIR3DL1	3811	Killer cell immunoglobulin like receptor 3DL1	NP_037421.2	Cell surface receptor	
PHTF1	10745	PHTF1	NP_006599.2	Transcription factor	
POLG2	11232	Polymerase DNA gamma 2	AAH09194.1	DNA polymerase	
POLG2	11232	Polymerase DNA gamma 2	NP_009146.2	DNA polymerase	
CLEC5A	23601	"Lectin, c-type, superfamily member 5"	NP_037384.1	Cell surface receptor	
STX11	8676	Syntaxin 11	NP_003755.2	Transport/cargo protein	
VSX1	30813	Visual system homeobox 1	NP_055403.2	Transcription factor	
VSX1	30813	Visual system homeobox 1	NP_955457.1	Transcription factor	
CPLX1	10815	Complexin 1	NP_006642.1	Transport/cargo protein	
CPLX2	10814	Complexin 2	NP_006641.1	Unclassified	
CPLX2	10814	Complexin 2	NP_001008221.1	Unclassified	
EDF1	8721	Multiprotein bridging factor 1	NP_003783.1	Transcription regulatory protein	
EDF1	8721	Multiprotein bridging factor 1	NP_694880.1	Transcription regulatory protein	
SPO11	23626	Meiotic recombination protein SPO11	NP_036576.1	Unclassified	
SPO11	23626	Meiotic recombination protein SPO11	NP_937998.1	Unclassified	
PPM1G	5496	Protein phosphatase magnesium dependent 1 gamma	NP_817092.1	Serine/threonine phosphatase	
PPM1G	5496	Protein phosphatase magnesium dependent 1 gamma	NP_002698.1	Serine/threonine phosphatase	
TRPC4AP	26133	TRPC4 associated protein	NP_056453.1	Transport/cargo protein;Structural protein	
TRPC4AP	26133	TRPC4 associated protein	NP_955400.1	Transport/cargo protein;Structural protein	
PAPD7	11044	"Polymerase, DNA sigma"	NP_008930.1	DNA polymerase	
HCN4	10021	HCN4	NP_005468.1	Voltage gated channel	
USH1C	10083	Harmonin	NP_710142.1	Unclassified	
USH1C	10083	Harmonin	NP_005700.2	Unclassified	
RAD18	56852	RAD18	NP_064550.3	DNA binding protein	
NOX4	50507	NADPH oxidase 4	NP_058627.1	Enzyme: Oxidase	
NOX4	50507	NADPH oxidase 4	NP_001137308.1	Enzyme: Oxidase	
NOX4	50507	NADPH oxidase 4	NP_001137309.1	Enzyme: Oxidase	
CORO1C	23603	Coronin 1C	NP_055140.1	Cytoskeletal associated protein	
SERPINA10	51156	PZ dependent protease inhibitor	NP_057270.1	Protease inhibitor	
SERPINA10	51156	PZ dependent protease inhibitor	NP_001094077.1	Protease inhibitor	
HDAC5	10014	Histone deacetylase 5	NP_005465.2	Transcription regulatory protein	
HDAC5	10014	Histone deacetylase 5	NP_001015053.1	Transcription regulatory protein	
IL27RA	9466	Interleukin 27 receptor	NP_004834.1	Cell surface receptor	
PRR4	11272	Lacrimal proline rich protein	NP_009175.2	Unclassified	
PRR4	11272	Lacrimal proline rich protein	NP_001092008.1	Unclassified	
OLFM1	10439	Olfactomedin 1	NP_055094.1	Unclassified	
OLFM1	10439	Olfactomedin 1	NP_478106.1	Unclassified	
OLFM1	10439	Olfactomedin 1	NP_006325.1	Unclassified	
ARFGEF2	10564	ADP ribosylation factor guanine nucleotide exchange factor 2	NP_006411.2	Guanine nucleotide exchange factor	
KDM5B	10765	PLU 1	NP_006609.3	Transcription regulatory protein	
CD226	10666	CD226	NP_006557.2	Adhesion molecule	
IQGAP2	10788	IQGAP2	NP_006624.2	GTPase activating protein	
KCND2	3751	KCND2	NP_036413.1	Voltage gated channel	
ABCA7	10347	ATP bindidng cassette subfamily A member 7	NP_061985.2	Transport/cargo protein	
ABCA7	10347	ATP bindidng cassette subfamily A member 7	NP_150651.1	Transport/cargo protein	
KIF13A	63971	Kinesin family member 13A	NP_071396.4	Motor protein	
KIF13A	63971	Kinesin family member 13A	NP_001099036.1	Motor protein	
KIF13A	63971	Kinesin family member 13A	NP_001099037.1	Motor protein	
KIF13A	63971	Kinesin family member 13A	NP_001099038.1	Motor protein	
CLSPN	63967	Claspin	NP_071394.2	Cell cycle control protein	
DLGAP2	9228	Discs large associated protein 2	NP_004736.2	Unclassified	
WTAP	9589	Wilms tumor 1 associated protein	NP_004897.2	Unclassified	
WTAP	9589	Wilms tumor 1 associated protein	NP_690596.1	Unclassified	
WTAP	9589	Wilms tumor 1 associated protein	NP_690597.1	Unclassified	
DLGAP1	9229	DAP1	NP_004737.2	Unclassified	
DLGAP1	9229	DAP1	NP_001003809.1	Unclassified	
ABCB6	10058	"ATP binding cassette, sub-family B member 6"	NP_005680.1	Membrane transport protein	
ABCB9	23457	ATP binding cassette subfamily B member 9	NP_982269.1	Membrane transport protein	
ABCB9	23457	ATP binding cassette subfamily B member 9	NP_982270.1	Membrane transport protein	
ABCB9	23457	ATP binding cassette subfamily B member 9	NP_062570.1	Membrane transport protein	
ABCB9	23457	ATP binding cassette subfamily B member 9	NP_062571.1	Membrane transport protein	
ABCB10	23456	"ATP-binding cassette, subfamily B member 10"	NP_036221.2	Membrane transport protein	
ARPP19	10776	ARPP19	NP_006619.1	Unclassified	
IFT81	28981	Carnitine deficiency associated gene expressed in ventricle 1	NP_054774.2	Unclassified	
IFT81	28981	Carnitine deficiency associated gene expressed in ventricle 1	NP_113661.2	Unclassified	
IFT81	28981	Carnitine deficiency associated gene expressed in ventricle 1	NP_001137251.1	Unclassified	
ITGB3BP	23421	NRIF3	NP_055103.3	Transcription regulatory protein	
KIF20B	9585	M phase phosphoprotein 1	BAB69456.1	Cell cycle control protein	
KIF20B	9585	M phase phosphoprotein 1	NP_057279.2	Cell cycle control protein	
MLANA	2315	Melan A	NP_005502.1	Integral membrane protein	
B3GNT1	11041	"I-beta-1,3-N-acetylglucosaminyltransferase"	NP_006867.1	Enzyme: Glucosaminyltransferase	
LPIN1	23175	Lipin 1	NP_663731.1	Unclassified	
TBPL1	9519	TBP like 1	NP_004856.1	Transcription factor	
TOB1	10140	TOB1	NP_005740.1	Adapter molecule	
UPF3A	65110	UPF3A	NP_075387.1	RNA binding protein	
UPF3A	65110	UPF3A	NP_542418.1	RNA binding protein	
HOXC11	3227	Homeobox C11	NP_055027.1	Transcription factor	
SMC4	10051	SMC4 structural maintenance of chromosomes 4	NP_005487.3	Structural protein	
SMC4	10051	SMC4 structural maintenance of chromosomes 4	NP_001002799.1	Structural protein	
SMC4	10051	SMC4 structural maintenance of chromosomes 4	NP_001002800.1	Structural protein	
SMC2	10592	SMC2L1	NP_006435.2	Unclassified	
SMC2	10592	SMC2L1	NP_001036015.1	Unclassified	
SMC2	10592	SMC2L1	NP_001036016.1	Unclassified	
RASGRP2	10235	RAS guanyl nucleotide releasing protein 2	NP_005816.2	Guanine nucleotide exchange factor	
RASGRP2	10235	RAS guanyl nucleotide releasing protein 2	NP_722541.1	Guanine nucleotide exchange factor	
RASGRP2	10235	RAS guanyl nucleotide releasing protein 2	NP_001092140.1	Guanine nucleotide exchange factor	
RASGRP2	10235	RAS guanyl nucleotide releasing protein 2	NP_001092141.1	Guanine nucleotide exchange factor	
B3GNT2	10678	"Beta-1,3-N-acetylglucosaminyltransferase"	NP_006568.2	Enzyme: Transferase	
B3GNT2	10678	"Beta-1,3-N-acetylglucosaminyltransferase"	NP_150274.1	Enzyme: Transferase	
IPO7	10527	Importin 7	NP_006382.1	Transport/cargo protein	
SF3B1	23451	Splicing factor 3B subunit 1	NP_036565.2	RNA binding protein	
SF3B1	23451	Splicing factor 3B subunit 1	NP_001005526.1	RNA binding protein	
IPO8	10526	Importin 8	NP_006381.2	Transport/cargo protein	
PRG2	5553	Proteoglycan 2	NP_002719.3	Unclassified	
PNKP	11284	Polynucleotide kinase 3 prime phosphatase	NP_009185.2	DNA binding protein	
SH3BP4	23677	SH3 domain binding protein 4	NP_055336.1	Adapter molecule	
ARIH2	10425	Ariadne 2	NP_006312.1	Ubiquitin proteasome system protein	
PCDH12	51294	Protocadherin 12	NP_057664.1	Adhesion molecule	
HTATIP2	10553	TIP30	NP_006401.3	Transcription regulatory protein	
HTATIP2	10553	TIP30	NP_001091990.1	Transcription regulatory protein	
HTATIP2	10553	TIP30	NP_001091991.1	Transcription regulatory protein	
HTATIP2	10553	TIP30	NP_001091992.1	Transcription regulatory protein	
HTATIP2	10553	TIP30	NP_001091993.1	Transcription regulatory protein	
CIT	11113	Citron	NP_009105.1	Serine/threonine kinase	
SLC35A1	10559	Solute carrier family 35 member A1	NP_006407.1	Transport/cargo protein	
POLK	51426	Polymerase DNA kappa	NP_057302.1	DNA binding protein	
KIF20A	10112	Kinesin family member 20A	NP_005724.1	Motor protein	
CYSLTR2	57105	Cysteinyl leukotriene receptor 2	NP_065110.1	G protein coupled receptor	
DMXL1	1657	Dmx like 1	NP_005500.4	Unclassified	
BAZ2B	29994	Bromodomain adjacent to zinc finger domain 2B	NP_038478.2	Transcription regulatory protein	
GLTSCR1	29998	Glioma tumor suppressor candidate region gene 1	NP_056526.2	Cell cycle control protein	
ULBP1	80329	UL16 binding protein 1	NP_079494.1	Ligand	
TRIM39	56658	Tripartite motif containing 39	NP_067076.2	Unclassified	
TRIM39	56658	Tripartite motif containing 39	NP_742013.1	Unclassified	
VAPA	9218	VAMP associated protein A	NP_003565.4	Membrane transport protein	
VAPA	9218	VAMP associated protein A	NP_919415.2	Membrane transport protein	
VAPB	9217	VAMP associated protein B	NP_004729.1	Membrane transport protein	
SIK1	150094	SNF1 like kinase	NP_775490.2	Serine/threonine kinase	
ARHGEF11	9826	ARHGEF11	NP_937879.1	Guanine nucleotide exchange factor	
ARHGEF11	9826	ARHGEF11	NP_055599.1	Guanine nucleotide exchange factor	
ARL6IP5	10550	GTRAP3-18	NP_006398.1	Unclassified	
LAT2	7462	Williams-Beuren syndrome chromosome region 5	NP_071323.1	Adapter molecule	
LAT2	7462	Williams-Beuren syndrome chromosome region 5	NP_115853.2	Adapter molecule	
LAT2	7462	Williams-Beuren syndrome chromosome region 5	NP_054865.2	Adapter molecule	
LAT2	7462	Williams-Beuren syndrome chromosome region 5	NP_115852.1	Adapter molecule	
SPAG6	9576	Sperm associated antigen 6	NP_036575.1	Structural protein;Motor protein	
SPAG6	9576	Sperm associated antigen 6	NP_758442.1	Structural protein;Motor protein	
EXTL3	2137	Glucuronyl-galactosyl-proteoglycan 4-alpha-N-acetylglucosaminyltransferase	NP_001431.1	Enzyme: Glucosaminyltransferase	
PIGQ	9091	Phosphatidylinositol glycan class Q	NP_683721.1	Enzyme: Transferase	
PIGQ	9091	Phosphatidylinositol glycan class Q	NP_004195.2	Enzyme: Transferase	
DCDC2	51473	RU2S protein	NP_057440.2	Unclassified	
PELO	53918	PRO1770	NP_057030.3	Cell cycle control protein	
RAGE	5891	Renal tumor antigen 1	NP_055041.1	Serine/threonine kinase	
KLHL2	11275	Kelch like 2	NP_009177.3	Cytoskeletal associated protein	
FGL1	2267	Hepassocin	NP_671736.2	Unclassified	
FGL1	2267	Hepassocin	NP_004458.3	Unclassified	
FGL1	2267	Hepassocin	NP_963846.1	Unclassified	
FGL1	2267	Hepassocin	NP_963847.1	Unclassified	
TEX15	56154	Testis expressed sequence 15	NP_112561.2	Unclassified	
AMN	81693	Amnionless protein	NP_112205.2	Integral membrane protein	
RIPK3	11035	Receptor interacting serine/threonine kinase 3	NP_006862.2	Serine/threonine kinase	
HEBP2	23593	Heme binding protein 2	NP_055135.1	Unclassified	
TMEM2	23670	Transmembrane protein 2	NP_037522.1	Integral membrane protein	
TMEM2	23670	Transmembrane protein 2	NP_001129292.1	Integral membrane protein	
RNF111	54778	Ring finger protein 111	NP_060080.6	Unclassified	
TBL2	26608	Transducin beta-like 2	NP_036585.1	Unclassified	
TBL2	26608	Transducin beta-like 2	NP_116783.1	Unclassified	
PECR	55825	Peroxisomal trans-2-enoyl-CoA reductase	NP_060911.2	Enzyme: Oxidoreductase	
ICMT	23463	Isoprenylcysteine carboxyl methyltransferase	NP_036537.1	Enzyme: Methyltransferase	
ICMT	23463	Isoprenylcysteine carboxyl methyltransferase	NP_733806.1	Enzyme: Methyltransferase	
CLASP1	23332	CLIP associated protein 1	NP_056097.1	Cytoskeletal associated protein	
CLASP1	23332	CLIP associated protein 1	NP_001135745.1	Cytoskeletal associated protein	
CLASP1	23332	CLIP associated protein 1	NP_001135746.1	Cytoskeletal associated protein	
KCNN2	3781	Small conductance calcium activated potassium channel protein 2	NP_067627.2	Intracellular ligand gated channel	
KCNN2	3781	Small conductance calcium activated potassium channel protein 2	NP_740721.1	Intracellular ligand gated channel	
SLC35C1	55343	"Solute carrier family 35, member C1"	NP_060859.4	Membrane transport protein	
SLC35C1	55343	"Solute carrier family 35, member C1"	NP_001138737.1	Membrane transport protein	
SLC35C1	55343	"Solute carrier family 35, member C1"	NP_001138738.1	Membrane transport protein	
EHD1	10938	EH domain containing 1	NP_006786.2	Calcium binding protein	
PDLIM1	9124	PDZ and LIM domain 1	NP_066272.1	Unclassified	
TBL3	10607	TBL3	NP_006444.2	Unclassified	
STAU2	27067	Staufen RNA binding protein homolog 2	NP_055208.2	RNA binding protein	
IMPA2	3613	Myoinositol monophosphatase A2	NP_055029.1	Enzyme: Phosphotransferase	
WDR4	10785	WD repeat protein 4	NP_061139.2	Unclassified	
WDR4	10785	WD repeat protein 4	NP_387510.1	Unclassified	
ARFIP1	27236	ADP-ribosylation factor interacting protein 1 (arfaptin 1)	NP_055262.1	Unclassified	
ARFIP1	27236	ADP-ribosylation factor interacting protein 1 (arfaptin 1)	NP_001020764.1	Unclassified	
ARFIP1	27236	ADP-ribosylation factor interacting protein 1 (arfaptin 1)	NP_001020766.1	Unclassified	
SNX2	6643	Sorting nexin 2	NP_003091.2	Transport/cargo protein	
SNX3	8724	Sorting nexin 3	NP_003786.1	Transport/cargo protein	
SNX3	8724	Sorting nexin 3	NP_690040.1	Transport/cargo protein	
SNX3	8724	Sorting nexin 3	NP_690041.1	Transport/cargo protein	
SNX4	8723	SNX4	NP_003785.1	Transport/cargo protein	
FETUB	26998	Fetuin B	NP_055190.2	Secreted polypeptide	
NKX6-2	84504	"Homeobox 6B, NK"	NP_796374.1	Transcription factor	
RABEPK	10244	Rab9 effector p40	NP_005824.2	Transport/cargo protein	
RFPL2	10739	RFPL2	NP_006596.2	Unclassified	
RFPL2	10739	RFPL2	NP_001091997.2	Unclassified	
RFPL3	10738	Ret finger protein-like 3	NP_006595.1	Unclassified	
RFPL3	10738	Ret finger protein-like 3	NP_001092005.1	Unclassified	
DCAF7	10238	WD repeat domain 68	NP_005819.3	Unclassified	
DCAF7	10238	WD repeat domain 68	NP_001003725.1	Unclassified	
ZBTB6	10773	Zinc finger protein 482	NP_006617.1	Transcription regulatory protein	
UBR1	197131	Ubiquitin ligase E3 alpha I	NP_777576.1	Ubiquitin proteasome system protein	
EED	8726	Embryonic ectoderm development	NP_003788.2	Transcription regulatory protein	
EED	8726	Embryonic ectoderm development	NP_694536.1	Transcription regulatory protein	
LHX5	64211	LIM homeobox 5	NP_071758.1	Transcription factor	
PPP2R2C	5522	Protein phosphatase 2A regulatory subunit B gamma isoform	NP_065149.2	Serine/threonine phosphatase	
PPP2R2C	5522	Protein phosphatase 2A regulatory subunit B gamma isoform	NP_870991.1	Serine/threonine phosphatase	
IL32	9235	Interleukin 32	NP_004212.4	Adhesion molecule	
IL32	9235	Interleukin 32	NP_001012649.1	Adhesion molecule	
IL32	9235	Interleukin 32	NP_001012650.1	Adhesion molecule	
IL32	9235	Interleukin 32	NP_001012651.1	Adhesion molecule	
IL32	9235	Interleukin 32	NP_001012652.1	Adhesion molecule	
IL32	9235	Interleukin 32	NP_001012653.1	Adhesion molecule	
IL32	9235	Interleukin 32	NP_001012654.1	Adhesion molecule	
IL32	9235	Interleukin 32	NP_001012736.1	Adhesion molecule	
GGA2	23062	GGA2	NP_055859.1	Transport/cargo protein	
GGA2	23062	GGA2	NP_619581.1	Transport/cargo protein	
FBXO5	26271	F box only protein 5	NP_036309.1	Cell cycle control protein	
FBXO5	26271	F box only protein 5	NP_001135994.1	Cell cycle control protein	
FAIM3	9214	Regulator of Fas induced apoptosis	NP_005440.1	Unclassified	
FAIM3	9214	Regulator of Fas induced apoptosis	NP_001135944.1	Unclassified	
FAIM3	9214	Regulator of Fas induced apoptosis	NP_001135945.1	Unclassified	
EDIL3	10085	Developmental endothelial locus 1	NP_005702.3	Extracellular matrix protein	
EXOSC8	11340	OPA interacting protein 2	NP_852480.1	Ribonuclease	
OIP5	11339	Opa interacting protein 5	NP_009211.1	Unclassified	
NUDT9	53343	Nudix motif 9	NP_076952.1	Enzyme: Phosphatase	
NUDT9	53343	Nudix motif 9	NP_932155.1	Enzyme: Phosphatase	
NUDT9	53343	Nudix motif 9	NP_932156.1	Enzyme: Phosphatase	
UBD	10537	Ubiquitin D	NP_006389.2	Ubiquitin proteasome system protein	
CHIA	27159	Acidic mammalian chitinase	AAG60019.1	Enzyme: Hydrolase	
CHIA	27159	Acidic mammalian chitinase	NP_970615.2	Enzyme: Hydrolase	
CHIA	27159	Acidic mammalian chitinase	NP_068569.2	Enzyme: Hydrolase	
LGALS8	3964	Galectin 8	NP_006490.3	Extracellular matrix protein	
LGALS8	3964	Galectin 8	NP_963837.1	Extracellular matrix protein	
LGALS8	3964	Galectin 8	NP_963838.1	Extracellular matrix protein	
LGALS8	3964	Galectin 8	NP_963839.1	Extracellular matrix protein	
POP7	10248	"Ribonuclease P, 20-KD subunit"	NP_005828.2	Regulatory/other subunit	
POP4	10775	"Ribonuclease P, 29 KD"	NP_006618.1	Ribonuclease	
RPP30	10556	RPP30	NP_006404.1	Ribonuclease	
RPP30	10556	RPP30	NP_001098016.1	Ribonuclease	
RPP38	10557	RNaseP protein p38	NP_892117.1	Ribonucleoprotein	
RPP38	10557	RNaseP protein p38	NP_006405.2	Ribonucleoprotein	
RPP38	10557	RNaseP protein p38	NP_001091059.1	Ribonucleoprotein	
RPP40	10799	RPP40	NP_006629.2	Ribonuclease	
MYOCD	93649	Myocardin	NP_705832.1	Transcription factor	
CDC42EP2	10435	CDC42 effector protein 2	NP_006770.1	GTPase activating protein	
CDC42EP3	10602	Cdc42 effector protein 3	NP_006440.2	GTPase	
CGREF1	10669	CGREF1	NP_006560.3	Calcium binding protein	
CGRRF1	10668	CGRRF1	NP_006559.1	Cell cycle control protein	
TP53INP1	94241	P53DINP1	NP_150601.1	Cell cycle control protein	
TP53INP1	94241	P53DINP1	NP_001129205.1	Cell cycle control protein	
IRX2	153572	Iroquois homeobox protein 2	NP_150366.1	Transcription factor	
IRX2	153572	Iroquois homeobox protein 2	NP_001127694.1	Transcription factor	
IRX4	50805	Iroquois homeobox protein 4	NP_057442.1	Transcription factor	
LY6D	8581	LY6D	NP_003686.1	Adhesion molecule	
SLC6A7	6534	"Solute carrier family 6, member 7"	NP_055043.2	Membrane transport protein	
SPTBN4	57731	Spectrin beta IV	NP_066022.2	Cytoskeletal protein	
SPTBN4	57731	Spectrin beta IV	NP_079489.2	Cytoskeletal protein	
JAZF1	221895	TAK1 interacting protein 27	NP_778231.2	DNA binding protein	
GALNT8	26290	GalNAc transferase 8	NP_059113.1	Enzyme: Transferase	
GALNT9	50614	GalNAc transferase 9	BAB13699.2	Enzyme: Galactosyltransferase	
GALNT9	50614	GalNAc transferase 9	NP_068580.2	Enzyme: Galactosyltransferase	
GALNT9	50614	GalNAc transferase 9	NP_001116108.1	Enzyme: Galactosyltransferase	
MTMR9	66036	Myotubularin related protein 9	NP_056273.2	Lipid phosphatase	
EP400	57634	E1A binding protein p400	NP_056224.2	DNA binding protein	
EIF2B3	8891	"Translation initiation factor eIF2B, gamma"	NP_065098.1	Translation regulatory protein	
ABI3BP	25890	TARSH	NP_056244.2	Unclassified	
PCDHGA4	56111	Protocadherin gamma A4	NP_061740.1	Adhesion molecule	
PCDHGA4	56111	Protocadherin gamma A4	NP_114442.1	Adhesion molecule	
PCDHGA5	56110	Protocadherin gamma A5	NP_061741.1	Adhesion molecule	
PCDHGA5	56110	Protocadherin gamma A5	NP_114443.1	Adhesion molecule	
PCDHGA6	56109	Protocadherin gamma A6	NP_061742.1	Adhesion molecule	
PCDHGA6	56109	Protocadherin gamma A6	NP_114475.1	Adhesion molecule	
PCDHGA7	56108	Protocadherin gamma A7	NP_061743.1	Adhesion molecule	
PCDHGA7	56108	Protocadherin gamma A7	NP_114476.1	Adhesion molecule	
PCDHGA8	9708	Protocadherin gamma A8	NP_114477.1	Adhesion molecule	
PCDHGA8	9708	Protocadherin gamma A8	NP_054723.1	Adhesion molecule	
PCDHGA9	56107	Protocadherin gamma A9	NP_061744.1	Adhesion molecule	
PCDHGA9	56107	Protocadherin gamma A9	NP_114478.1	Adhesion molecule	
PCDHGA10	56106	Protocadherin gamma A10	NP_061736.1	Adhesion molecule	
PCDHGA10	56106	Protocadherin gamma A10	NP_114479.1	Adhesion molecule	
PCDHGA11	56105	Protocadherin gamma A11	NP_061737.1	Adhesion molecule	
PCDHGA11	56105	Protocadherin gamma A11	NP_114480.1	Adhesion molecule	
PCDHGA11	56105	Protocadherin gamma A11	NP_114481.1	Adhesion molecule	
PCDHGB1	56104	Protocadherin gamma B1	NP_061745.1	Adhesion molecule	
